"","hit","speed","hprice","price","time","qualif","title","desc","first","last","max","min","meanspeed","varspeed","group","date","order"
"83","230LIBYTNN1R357VBJWBVJTWM3572G",0.0932539682539683,0.05,0.05,3600,"[ ""Masters has been granted""]","Find Social Media Accounts","Given the blogger&#39;s website, we need you to find their social media account handles",10,177,781,640,-0.093812375249501,5.83103672173725,113,"2013-12-10-23-00",1
"84","23NJVKCJ011K8KN5TIBQ6619W6B79F",0.285714285714286,0.03,0.03,3600,"[ ""Total approved HITs is not less than 2000"" , ""HIT approval rate (%) is not less than 99""]","Este anúncio está na categoria correta e é o preço certo?","Indique se o anúncio está na categoria correta. (SIM - NÃO)",2,9,320,302,-0.285714285714286,8.61904761904762,65,"2013-11-29-14-47",6
"85","23NJVKCJ011K8KN5TIBQ6619W6F79J",1.28571428571429,0.03,0.03,3600,"[ ""Total approved HITs is not less than 2000"" , ""HIT approval rate (%) is not less than 99""]","¿Esta publicación está ubicada en la categoría correcta y tiene un precio adecuado?","Indica si la publicación está ubicada en la categoría correcta. (SÍ - NO)",2,9,531,450,-1.28571428571429,69.2857142857143,1,"2013-11-29-14-47",4
"86","23NJVKCJ011K8N8M8QBQ7618RC7791",0.0476190476190476,0.1,0.1,3600,"[ ""Masters has been granted""]","Find Name, Email address and Phone #","Given the URL for a college, find info (Name, email address, phone #, page URL) about the Provost (or Vice Chancellor)",3,10,299,296,-0.0476190476190476,1.61904761904762,107,"2014-01-27-05-07",1
"87","23NJVKCJ011KAZ9MY3BQ062CTA8799",0.0714285714285714,0.12,0.06,1800,"[ ""HIT approval rate (%) is greater than 96""]","Decide if terms are skills/areas of expertise","&lt;p class=&#39;lead&#39;&gt;The purpose of this task is to identify phrases which correspond to a &lt;strong&gt;skill&lt;/strong&gt; or an &lt;strong&gt;expertise&lt;/strong&gt;.&lt;/p&gt;",76,79,1000,998,-0.0740740740740741,1.33333333333333,48,"2013-11-26-00-39",1
"88","23NJVKCJ011KAZ9MY3BQ062CU9E79E",0,0.15,0.05,1200,"[ ""HIT approval rate (%) is greater than 96""]","Evaluate emotions!","Below you will see different pictures of people.",2,18,153,153,0,0.133333333333333,68,"2013-12-04-07-11",1
"89","23NJVKCJ011KDA69CNBQ261FR9897S",2.07458563535912,0.02,0.02,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe The Earliest Date","Provide a Date for this Image",12,213,4080,325,-2.07573244886678,464.528109452736,265,"2014-01-06-17-13",3
"90","23NJVKCJ011KTRQ5QUBQ1638P5E97T",0.00896057347670251,0.05,0.05,3600,"[ ""Masters has been granted""]","Look at Pictures and answer a simple question","Help us better understand human cognition! You will use simple images and answer one question. To participate, you must be at least 18, and have normal or correct to normal vision.",146,270,549,539,-0.00896057347670251,0.513768686073958,203,"2014-01-08-02-51",4
"91","23NJVKCJ011KX8JKFEBQ061GT7979P",0.355555555555556,0.147945205479452,0.03,730,"[ ""HIT approval rate (%) is greater than 90""]","Please select the correct choice for each question.","Please select the correct choice for each question [2]",23,28,317,301,-0.355555555555556,21.2,217,"2013-09-27-15-29",1
"92","23NJVKCJ011KX8JKFEBQ061HV6E97Y",0,0.144192256341789,0.06,1498,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,7,20,20,0,0.5,219,"2014-01-01-16-17",112
"93","23NJVKCJ011N6ZWR7SBQ561AS7979P",0,0.00125,0.03,86400,"[ ""HIT approval rate (%) is greater than 75"" , ""Location is US""]","Label relationships between objects","Annotate an image by deciding how objects are related to each other. NOTE: If you cannot view the HIT, follow the instructions on this page: http://visualgenome.org/ssl_workaround/ In this task you will label &quot;inside&quot; relationships.",3,48,99,99,0,0,197,"2013-12-02-08-22",12
"94","23NJVKCJ011P9PIV6IBQ661AN7D79L",0.884375,0.00416666666666667,0.1,86400,"[ ""SuperEvaluators has been granted""]","Finding Informative Answers for Given Questions","&lt;h3&gt;Description&lt;/h3&gt; Your task is to find informative answers for given questions.&lt;br /&gt; For each HIT, you will see a set of questions and candidate informative answers to each question.&lt;br /&gt;&lt;br /&gt; please select answers that meet the asker&#39;s information needs. (Mark all that apply) &lt;br /&gt; Select &quot;The question is not information-seeking&quot;, if the question is not asking for any information.&lt;br /&gt; Mark &quot;None of the above&quot; if the question is information-seeking but there doesn&#39;t exist any good answer.&lt;br /&gt;&lt;br /&gt; &lt;h3&gt;Example #1&lt;/h3&gt; Question: A - Where is the best place for a brunch in London? #brunch #saturday #london #help!&lt;br/&gt; Answers: &lt;ul&gt; &lt;li&gt;B - @A I LOVE Kopapa on Monmouth Street, Covent Garden x (O)&lt;/li&gt; &lt;li&gt;C - @A Are you in London?? (X)&lt;/li&gt; &lt;li&gt;D - @A If you ever need a shout out or London help, follow us and we&#39;ll RT to our followers! (X)&lt;/li&gt; &lt;li&gt;The question is not information-seeking (X)&lt;/li&gt; &lt;li&gt;None of the above (X)&lt;/li&gt; &lt;/ul&gt; &lt;h3&gt;Example #2&lt;/h3&gt; Question: A - Follow me back? &lt;br /&gt; Answers: &lt;ul&gt; &lt;li&gt;B - @A Done! (X)&lt;/li&gt; &lt;li&gt;The question is not information-seeking (O)&lt;/li&gt; &lt;li&gt;None of the above (X)&lt;/li&gt; &lt;/ul&gt;",34,105,673,107,-0.885758998435055,54.7134808853119,166,"2014-01-20-13-09",4
"95","249OVHVKCJ016ES446Y9SQWB7CR75Q",0.333333333333333,0.02,0.02,3600,"[ ""HIT approval rate (%) is greater than 90""]","Find the email address for an iOS application developer.","Given the editor information (name, store URL and store ID), the emails avoid, find the email to contact them.",1941,1949,1413,1389,-0.333333333333333,29.7142857142857,124,"2013-12-09-16-23",1
"96","249OVHVKCJ016ES446Y9SQWB8AQ57K",0.0507177033492823,0.03,0.03,3600,"[ ""HIT approval rate (%) is greater than 80""]","Find the email address for an iOS application developer.","Given the editor information (name, store URL and store ID), the emails avoid, find the email to contact them.",661,777,3369,3316,-0.0507662835249042,149.380734632684,124,"2014-01-07-15-26",3
"97","249OVHVKCJ017XLTQSY9UQW81FP57M",0.00436121087737301,0.13,0.13,3600,"[ """"]","¿Esta publicación está ubicada en la categoría correcta y tiene un precio adecuado?","Indica si la publicación está ubicada en la categoría correcta. (SÍ - NO)",48,481,185,168,-0.00436232999743392,0.621140193311094,1,"2014-01-24-19-02",7
"98","249OVHVKCJ0195VHUBY9VQW65EN57T",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",2,2,1607,1607,NA,NA,15,"2014-01-16-07-34",113
"99","249OVHVKCJ019C7AVDY9OQXA9AQ75D",0.00980392156862745,0.14,0.07,1800,"[ ""Location is not TR"" , ""Location is not PK"" , ""Location is not PH"" , ""Location is not IN"" , ""Location is not ID"" , ""HIT approval rate (%) is greater than 96""]","Find Official Websites for Businesses","&lt;div class=&quot;row-fluid&quot;&gt;",2,36,205,202,-0.00980392156862745,0.325311942959002,109,"2013-12-09-19-41",1
"100","249OVHVKCJ01FOKZPKY9VQW659W754",NA,0.1,0.1,3600,"[ ""Total approved HITs is not less than 100"" , ""HIT approval rate (%) is not less than 80""]","Help Improve University Classes","We are a team of researchers trying to find out what makes a university class fun. We need your help finding websites related to education, and then answering up to seven questions.",1,1,30,30,NA,NA,171,"2014-01-07-17-59",1
"101","249OVHVKCJ01FOKZPKY9VQW65GV57F",0.0102415966386555,2,0.5,900,"[ ""Masters has been granted""]","Search for two Educational Websites","We are a team of researchers trying to find out what makes a university class fun. We need your help finding two educational websites online.",24,444,111,72,-0.0103174603174603,0.533123082168428,239,"2014-01-24-22-11",1
"102","249OVHVKCJ01RRZUBIY9UQW7AAO577",0.925287356321839,1.2,0.1,300,"[ ""Masters has been granted""]","Record Public Facebook Profile Information of Random Facebook Users","Given a Facebook ID, record basic data about that user from their public profile",5,63,702,219,-0.925287356321839,7.10133091349062,229,"2013-11-27-19-43",2
"103","249OVHVKCJ01UPNMUYY9QQWD4GP578",1.2065335753176,0.02,0.01,1800,"[ ""Masters has been granted""]","Find the Zip Code for Restaurants","Given the restaurant name and location, find the restaurant&#39;s 5-digit zip code on Google.",19,325,18667,15343,-1.20697167755991,150.938476374156,159,"2013-11-28-19-17",1
"104","249OVHVKCJ01WK6RXQY9OQXB4HV75L",0.126422639187942,0.15,0.05,1200,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Find Contact Info for Article&#39;s Author","Given the URL and title of article, find author (first name, last name), contact info (email)",26,378,460,49,-0.129734848484849,10.4248170810671,86,"2014-02-06-17-21",3
"105","249OVHVKCJ01WLH8COY9OQX62EU57M",NA,0.06,0.01,600,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,1,33,33,NA,NA,219,"2014-02-04-22-44",117
"106","249OVHVKCJ01WLH8COY9OQXB1EQ75T",NA,0.160509554140127,0.07,1570,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,1,39,39,NA,NA,219,"2014-01-01-19-17",1
"107","249OVHVKCJ01Y92LECY9TQW87BN57P",0.271604938271605,0.36,0.06,600,"[ ""HIT approval rate (%) is greater than 98"" , ""Location is US""]","Evaluate a user&#39;s attitude toward an online Coursera course","You will be shown a forum post about an online literature course, &quot;Fantasy and Science Fiction: the human mind, our modern world&quot;, and asked to estimate how participants feel about the online Coursera course (Fantasy and Science Fiction) they were taking",50,59,152,130,-0.271604938271605,13.0277777777778,67,"2014-01-04-23-13",3
"108","249OVHVKCJ05ZQQ9MQY9UQW81BQ57U",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,494,494,NA,NA,15,"2014-02-05-23-57",19
"109","249OVHVKCJ065OJF26Y9VQW65GO75Q",0.192982456140351,0.03,0.03,3600,"[ ""Location is not AL""]","Help us find the URL of these ads.","Below are 4 ads taken from popular web sites. We have answers to many of these, not all. Research the URL the ad was intended to redirect to. Cut and paste the URL from the browser window and paste it in the URL below the ad. You can submit the domain",2,20,135,102,-0.203703703703704,6.61764705882353,174,"2014-01-28-01-58",1
"110","249OVHVKCJ065OJF26Y9VQW65HQ57S",0.203909373611728,0.02,0.02,3600,"[ ""Location is not AL""]","Help us find the URL of these ads, EASY MONEY!","Below are 4 ads taken from popular web sites. We have answers to many of these, not all. Research the URL the ad was intended to redirect to. Cut and paste the URL from the browser window and paste it in the URL below the ad. You can submit the domain",18,268,611,152,-0.204,7.94488353413655,173,"2014-01-24-01-11",3
"111","24NR3TVOK5UF00C85D5O5FYQ19I63O",3.88888888888889,0.12,0.02,600,"[ """"]","Copy Text from Business Card","Please copy text from this business card into the text fields below",12,13,5086,5051,-3.88888888888889,NA,44,"2013-09-20-11-14",2
"112","24NR3TVOK5UF107XU85O8FYSY6G366",0.34156378600823,4.8,0.4,300,"[ ""Masters has been granted""]","Given a PR company&#39;s name, find/guess the email address of the CEO","Given the company website, visit the about page to find the CEO (or similar) name and email or other contact info.",3,57,198,32,-0.34156378600823,8.59818308874913,169,"2014-01-15-21-31",1
"113","24NR3TVOK5UF2E4ZHO5O7FYVZ2E36F",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,170,170,NA,NA,15,"2013-12-27-22-41",94
"114","24NR3TVOK5UF3AVALF5O9FYR16G36D",0.178861788617886,0.02,0.02,3600,"[ ""Masters has been granted""]","Look up a PGA Tour golfer&#39;s starting time","Find a PGA Tour golfer&#39;s starting time on a given webpage and record it",74,156,1140,1008,-0.178861788617886,10.8581752484192,204,"2013-12-09-07-50",1
"115","24NR3TVOK5UFAFG1615O9FYR14D63M",0.182795698924731,1.2,0.1,300,"[ ""Masters has been granted""]","Find the Email Addresses of News Reporters","Given the website article link, find the official email address of these news reporters",4,66,686,584,-0.182795698924731,41.9703860391327,130,"2013-11-26-17-09",2
"116","24NR3TVOK5UFE6GZFV5O3FZTZ3J36Z",NA,0.198620689655172,0.08,1450,"[ ""HIT approval rate (%) is greater than 95"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,10,10,NA,NA,219,"2013-12-31-20-37",78
"117","24NR3TVOK5UFE6GZFV5O3FZVS6J635",NA,0.144578313253012,0.06,1494,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,2,41,41,NA,NA,219,"2014-01-01-18-23",99
"118","24NR3TVOK5UFE6GZFV5O3FZVS9D362",0.148148148148148,0.1455525606469,0.03,742,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",7,10,59,55,-0.148148148148148,0.333333333333333,219,"2014-01-03-16-09",131
"119","24NR3TVOK5UFQL4E0E5O9FYR13K63H",15.3392857142857,0.03,0.03,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",3,34,4915,620,-15.3942652329749,1568.18924731183,15,"2013-11-27-02-27",115
"120","24NR3TVOK5UFRX61YK5O3FZU01H63L",0,0.06,0.03,1800,"[ ""HIT approval rate (%) is greater than 96"" , ""Location is US""]","San Diego","Please answer the following questions to the best of your ability.",18,189,1000,1000,0,0.4,238,"2013-12-06-18-18",2
"121","24NR3TVOK5UFRX61YK5O3FZU04K63U",0.0155038759689922,0.075,0.25,12000,"[ ""HIT approval rate (%) is greater than 96""]","Identify the Primary Subject of an Advertisement!","In this task you will identify the company associated with a Web advertisement. Adobe Flash is required for this task. You will need to temporarily disable any ad blocking software you have installed.",5,48,999,993,-0.0155038759689922,1.31339977851606,184,"2013-12-11-20-27",3
"122","24NR3TVOK5UFY7T4CV5O8FYSY4G365",0,0.05,0.05,3600,"[ ""Masters has been granted""]","List of US K-12 Catholic Schools","Provide Name of School, Address/City/State, URL and email contact",1,4,350,350,0,1,200,"2013-12-27-06-11",1
"123","24NR3TVOK5UHFBUP4R5O7FYUX5J36W",3.9406779661017,0.1,0.1,3600,"[ ""Human Pose Estimation is 1""]","Label body parts of the person in the image (Qualified users only)","Label positions of all body joints and facial keypoints inside the image, consider only the person with the face marked by the red rectangle.",8,126,4553,368,-3.94067796610169,234.062943647689,196,"2013-10-06-12-34",1
"124","24NR3TVOK5UJJ3NURT5OAFYQV5E366",7.87037037037037,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,7,2431,2006,-7.87037037037037,2427.36666666667,15,"2014-01-23-13-38",69
"125","24NR3TVOK5UJY7FM1L5O9FYR18F36D",5.73789173789174,0.15,0.15,3600,"[ ""Masters has been granted""]","Find the Website Address for businesses","Given the business information, find the URL for their official website",103,142,2366,352,-5.73789173789174,439.657219973009,152,"2013-12-16-16-36",1
"126","24NR3TVOK5UKBWWJ735O9FYRV9I63P",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",5,5,760,760,NA,NA,15,"2013-09-24-21-37",92
"127","24NR3TVOK5UKQNFA6Z5O9FYSS2H36V",0.0150674068199841,0.00208333333333333,0.05,86400,"[ ""EliteUsers has been granted""]","Judging Relevance of Twitter Conversations to a Given Search Query","&lt;h3&gt;Introduction&lt;/h3&gt; Your task is to judge the relevance and usefulness of information in twitter question-answering conversations for a given textual query.&lt;br /&gt;&lt;br /&gt; &lt;h3&gt;Description&lt;/h3&gt; For each job, you will see a query and a QA conversation corresponding to the query.&lt;br /&gt; Before reading the conversations, read the given query and figure out what the intent of the query is.&lt;br /&gt; Then, read each conversation to understand the context and information contained in the conversation.&lt;br /&gt; Then, judge both the relevance and usefulness of the conversations according to the following scale:&lt;br /&gt;&lt;br /&gt; &lt;ul&gt; &lt;li&gt;5 - Highly relevant and useful&lt;/li&gt; &lt;li&gt;4 - Fairly relevant and useful&lt;/li&gt; &lt;li&gt;3 - Fairly relevant but not much useful&lt;/li&gt; &lt;li&gt;2 - Marginally relevant and not much useful&lt;/li&gt; &lt;li&gt;1 - Irrelevant or not useful at all&lt;/li&gt; &lt;li&gt;0 - Not sure&lt;/li&gt; &lt;/ul&gt; &lt;b&gt;The quality of your answer is assessed by our evaluation system, and you might get a bonus or get rejected according to your performance.&lt;/b&gt;&lt;br /&gt;&lt;br /&gt; &lt;h3&gt;Examples of Highly Relevant and Useful Documents&lt;/h3&gt; &lt;h5&gt;Example #1&lt;/h5&gt; Query: &quot;coffee grinders recommendation&quot;&lt;br /&gt; Documents:&lt;br /&gt; &lt;a href=&quot;https://twitter.com/_jenniferdt/status/377410169140813825&quot; target=&quot;_blank&quot;&gt;Document #1&lt;/a&gt;&lt;br /&gt; &lt;a href=&quot;https://twitter.com/security_freak/status/387211586022023169&quot; target=&quot;_blank&quot;&gt;Document #2&lt;/a&gt;&lt;br /&gt; &lt;a href=&quot;https://twitter.com/Discourse_/status/379475419486892032&quot; target=&quot;_blank&quot;&gt;Document #3&lt;/a&gt;&lt;br /&gt;&lt;br /&gt; &lt;h5&gt;Example #2&lt;/h5&gt; Query: &quot;itunes to galaxy&quot;&lt;br /&gt; Documents:&lt;br /&gt; &lt;a href=&quot;https://twitter.com/BishopSinegal/status/385448320056827904&quot; target=&quot;_blank&quot;&gt;Document #1&lt;/a&gt;&lt;br /&gt; &lt;a href=&quot;https://twitter.com/JamieGoonery/status/391331393596170240&quot; target=&quot;_blank&quot;&gt;Document #2&lt;/a&gt;&lt;br /&gt; &lt;a href=&quot;https://twitter.com/arune/status/394267591788601344&quot; target=&quot;_blank&quot;&gt;Document #3&lt;/a&gt;&lt;br /&gt;&lt;br /&gt; Thank you very much for your help!&lt;br /&gt;&lt;br /&gt;",22,161,99,80,-0.0151878497202238,0.423209258680013,194,"2013-12-31-09-31",4
